#{"t_start": 1686908933.5548754, "env_id": null}
r,l,t,Typ1,Typ2,Typ3,Typ4,Typ5,Warteschlangen,Auslastung
-450.6,346,27.278381,3744.7941410758103,5040.581145695991,5572.38038547344,7306.312417342557,6108.743963467094,11.013218390804614,6.9155172413793204
-428.0,342,55.847309,5397.759556527923,6644.741564506658,8045.952331059294,9168.150576419579,7762.931724669738,10.709011627907008,7.736627906976745
-479.0,348,85.409608,5570.445319051272,6548.957791843978,7281.635639858775,7985.169820353639,7121.319268789279,11.092857142857158,6.743142857142858
-569.3,363,115.979735,7311.175999848036,3891.4856812532944,7711.940417681622,5884.253969586352,5809.216445137352,14.781095890410953,5.2600000000000025
-377.9,342,144.218093,3404.3146952046327,4279.344973894201,4882.552047090927,5422.900794326211,4609.696377982861,9.671511627906979,12.404941860465122
-395.1,341,174.293394,1830.418993537363,2854.3298474148,3300.8554775074062,4501.894283151845,3549.8356862661467,11.324489795918414,12.869387755102052
-251.4,341,209.146221,658.2163797976644,640.927115595226,1710.3180154081283,1979.7271443526288,2729.8568461171853,7.437900874635568,21.465014577259474
-290.0,345,240.736937,1902.482556793281,2301.4218208862367,2988.148414711176,5044.770620617825,4200.964158748495,8.712391930835743,7.3809798270893365
-189.4,303,280.612198,383.27548193838396,349.2037443852146,815.3967848714401,0.0,0.0,0.24229508196721355,6024.290491803279
-196.4,302,314.926566,0.0,343.83865314864045,1141.4518686772099,0.0,0.0,0.6828947368421036,5678.767105263158
-292.2,350,343.532558,1970.6801804492095,1466.3369179706876,2774.9064583168793,3837.816480134735,3525.041377477733,8.659659090909091,19.85823863636362
-101.5,310,376.25863,391.10037327663815,365.083450272575,867.8328586355681,1168.9752885079567,813.4474390830025,1.549038461538461,192.27371794871806
-169.0,312,410.520468,414.6049556884107,370.79381835688594,1486.0942934994844,1661.154559381948,2090.398293058831,5.55159235668789,25.605732484076434
-86.3,306,445.444679,385.20959395257006,359.18205923394896,971.012410400908,1286.3658619493378,1293.1408739250305,2.2668831168831165,48.46461038961041
-53.8,307,482.22123,366.75244099346463,338.8066850106898,773.4000829301292,938.2726023094689,1049.3569956499357,0.6491909385113273,80.43689320388349
-82.7,309,519.098203,364.81347415695075,350.9652617275947,1008.5241852239178,1189.2097961056204,975.5575474496551,2.088102893890677,70.09614147909967
-111.7,310,555.449494,389.61540688904955,371.1467274623683,1166.4334382149473,1575.254194640018,1793.5886776541472,3.9528846153846096,54.014743589743595
-35.1,303,592.13622,369.65547514875635,356.7898821284872,682.1711740922728,800.0073033370945,771.4036222637602,0.26622950819672125,43.87573770491805
-190.5,304,636.668388,793.7254203332174,354.65327764411893,1247.1566803745272,0.0,0.0,0.9081699346405213,6124.928104575163
-167.6,303,666.764412,456.070242020852,373.98290215773056,794.0198896023337,0.0,0.0,0.21409836065573803,6273.597704918033
-65.1,306,697.130886,400.4257891165378,366.86339843324623,896.8929492678166,1230.369014964486,1013.7912812780811,1.509090909090909,35.488311688311676
-133.3,324,728.17316,609.990882966362,521.320105492624,1176.3089702040595,1679.7250011738713,2052.270323744849,3.6021472392638,37.22668711656442
-79.9,307,762.765315,374.4355189211376,363.1053460164891,878.0550455131857,1256.1391187837783,1344.695778759819,2.107766990291264,35.0747572815534
-44.0,305,803.506821,370.3685412566316,343.19342515131694,596.0577101024683,672.4916558409512,820.4034110745694,0.16123778501628688,60.39348534201952
-42.6,304,845.726588,381.0967385084424,342.6401902809439,662.3235141850807,1025.5379370323421,739.1845381188159,0.33823529411764697,79.3630718954249
-164.5,344,877.9621,577.8165164475147,780.172258908172,1326.4961260094199,2032.132751903312,2692.5107978553383,4.3031791907514405,50.453179190751435
-43.6,303,907.259291,382.9456895939608,367.6901253755967,633.3987801838948,854.6608824345832,1022.5585176416656,0.27573770491803273,41.66098360655742
-45.0,304,938.463703,389.4613482721299,329.7710124973,655.8445562834862,709.4974855628444,918.2231486277115,0.25522875816993473,31.250980392156865
-166.5,343,971.287917,771.8399535574076,721.0609595796444,1494.0872282154373,2450.2995205848983,3027.747601639174,5.060289855072457,14.516811594202903
-514.8,358,997.148151,5995.268202949885,5808.883106470202,7754.96216844311,7221.466494918889,6640.834243394367,11.641388888888905,6.566666666666663
-407.6,349,1022.898657,3183.5154356836233,4115.402665983584,5098.588331866798,7082.457988931409,5569.2305595066,10.25669515669517,4.296011396011394
-485.1,370,1051.08845,3511.770577614268,2206.720754234346,6735.41965475642,4450.551882140826,5154.153016577888,13.65779569892474,6.760215053763438
-499.7,359,1076.499524,4652.024860837627,4361.141543533063,6520.647154143684,5172.7508407358755,5766.966487055692,12.220498614958448,7.10831024930748
-494.0,367,1101.682987,3117.2547857394597,5143.6516252857555,6357.169803016974,6976.408906634827,5955.072121592301,11.005962059620613,4.889972899728997
