#{"t_start": 1687517194.4883819, "env_id": null}
r,l,t,Typ1,Typ2,Typ3,Typ4,Typ5,Warteschlangen,Auslastung
302.0,364,147.771111,423.5463865912693,488.9346687445137,1376.2704549723312,2265.385562842928,2118.6908476096046,4.606284153005461,1158.7642076502727
302.0,346,252.370619,3350.5938232316994,2511.3190638110596,4782.775992107792,7642.671946341044,4820.068528878048,9.197118155619592,348.36080691642644
302.0,338,361.985576,2034.7137641767204,2737.858300939348,5070.150627997357,6337.439274218298,4578.394372061084,11.37374631268436,320.17168141592924
